,PassengerId,Survived,Pclass,Name,Female,Child_rand,Child_mean,FamilySize,Embarked_map
757,758,0,2,"Bailey, Mr. Percy Andrew",0,0,0,1,0
758,759,0,3,"Theobald, Mr. Thomas Leonard",0,0,0,1,0
759,760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",1,0,0,1,0
760,761,0,3,"Garfirth, Mr. John",0,1,0,1,0
761,762,0,3,"Nirva, Mr. Iisakki Antino Aijo",0,0,0,1,0
762,763,1,3,"Barah, Mr. Hanna Assi",0,0,0,1,1
763,764,1,1,"Carter, Mrs. William Ernest (Lucile Polk)",1,0,0,4,0
764,765,0,3,"Eklund, Mr. Hans Linus",0,1,1,1,0
765,766,1,1,"Hogeboom, Mrs. John C (Anna Andrews)",1,0,0,2,0
766,767,0,1,"Brewe, Dr. Arthur Jackson",0,0,0,1,1
767,768,0,3,"Mangan, Miss. Mary",1,0,0,1,2
768,769,0,3,"Moran, Mr. Daniel J",0,0,0,2,2
769,770,0,3,"Gronnestad, Mr. Daniel Danielsen",0,0,0,1,0
770,771,0,3,"Lievens, Mr. Rene Aime",0,0,0,1,0
771,772,0,3,"Jensen, Mr. Niels Peder",0,0,0,1,0
772,773,0,2,"Mack, Mrs. (Mary)",1,0,0,1,0
773,774,0,3,"Elias, Mr. Dibo",0,0,0,1,1
774,775,1,2,"Hocking, Mrs. Elizabeth (Eliza Needs)",1,0,0,5,0
775,776,0,3,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",0,0,0,1,0
776,777,0,3,"Tobin, Mr. Roger",0,0,0,1,2
777,778,1,3,"Emanuel, Miss. Virginia Ethel",1,1,1,1,0
778,779,0,3,"Kilgannon, Mr. Thomas J",0,0,0,1,2
779,780,1,1,"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)",1,0,0,2,0
780,781,1,3,"Ayoub, Miss. Banoura",1,1,1,1,1
781,782,1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",1,0,0,2,0
782,783,0,1,"Long, Mr. Milton Clyde",0,0,0,1,0
783,784,0,3,"Johnston, Mr. Andrew G",0,0,0,4,0
784,785,0,3,"Ali, Mr. William",0,0,0,1,0
785,786,0,3,"Harmer, Mr. Abraham (David Lishin)",0,0,0,1,0
786,787,1,3,"Sjoblom, Miss. Anna Sofia",1,0,0,1,0
787,788,0,3,"Rice, Master. George Hugh",0,1,1,6,2
788,789,1,3,"Dean, Master. Bertram Vere",0,1,1,4,0
789,790,0,1,"Guggenheim, Mr. Benjamin",0,0,0,1,1
790,791,0,3,"Keane, Mr. Andrew ""Andy""",0,0,0,1,2
791,792,0,2,"Gaskell, Mr. Alfred",0,1,1,1,0
792,793,0,3,"Sage, Miss. Stella Anna",1,0,0,11,0
793,794,0,1,"Hoyt, Mr. William Fisher",0,0,0,1,1
794,795,0,3,"Dantcheff, Mr. Ristiu",0,0,0,1,0
795,796,0,2,"Otter, Mr. Richard",0,0,0,1,0
796,797,1,1,"Leader, Dr. Alice (Farnham)",1,0,0,1,0
797,798,1,3,"Osman, Mrs. Mara",1,0,0,1,0
798,799,0,3,"Ibrahim Shawah, Mr. Yousseff",0,0,0,1,1
799,800,0,3,"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)",1,0,0,3,0
800,801,0,2,"Ponesell, Mr. Martin",0,0,0,1,0
801,802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",1,0,0,3,0
802,803,1,1,"Carter, Master. William Thornton II",0,1,1,4,0
803,804,1,3,"Thomas, Master. Assad Alexander",0,1,1,2,1
804,805,1,3,"Hedman, Mr. Oskar Arvid",0,0,0,1,0
805,806,0,3,"Johansson, Mr. Karl Johan",0,0,0,1,0
806,807,0,1,"Andrews, Mr. Thomas Jr",0,0,0,1,0
807,808,0,3,"Pettersson, Miss. Ellen Natalia",1,0,0,1,0
808,809,0,2,"Meyer, Mr. August",0,0,0,1,0
809,810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",1,0,0,2,0
810,811,0,3,"Alexander, Mr. William",0,0,0,1,0
811,812,0,3,"Lester, Mr. James",0,0,0,1,0
812,813,0,2,"Slemen, Mr. Richard James",0,0,0,1,0
813,814,0,3,"Andersson, Miss. Ebba Iris Alfrida",1,1,1,7,0
814,815,0,3,"Tomlin, Mr. Ernest Portage",0,0,0,1,0
815,816,0,1,"Fry, Mr. Richard",0,0,0,1,0
816,817,0,3,"Heininen, Miss. Wendla Maria",1,0,0,1,0
817,818,0,2,"Mallet, Mr. Albert",0,0,0,3,1
818,819,0,3,"Holm, Mr. John Fredrik Alexander",0,0,0,1,0
819,820,0,3,"Skoog, Master. Karl Thorsten",0,1,1,6,0
820,821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",1,0,0,3,0
821,822,1,3,"Lulic, Mr. Nikola",0,0,0,1,0
822,823,0,1,"Reuchlin, Jonkheer. John George",0,0,0,1,0
823,824,1,3,"Moor, Mrs. (Beila)",1,0,0,2,0
824,825,0,3,"Panula, Master. Urho Abraham",0,1,1,6,0
825,826,0,3,"Flynn, Mr. John",0,0,0,1,2
826,827,0,3,"Lam, Mr. Len",0,0,0,1,0
827,828,1,2,"Mallet, Master. Andre",0,1,1,3,1
828,829,1,3,"McCormack, Mr. Thomas Joseph",0,0,0,1,2
829,830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",1,0,0,1,0
830,831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",1,1,1,2,1
831,832,1,2,"Richards, Master. George Sibley",0,1,1,3,0
832,833,0,3,"Saad, Mr. Amin",0,0,0,1,1
833,834,0,3,"Augustsson, Mr. Albert",0,0,0,1,0
834,835,0,3,"Allum, Mr. Owen George",0,0,0,1,0
835,836,1,1,"Compton, Miss. Sara Rebecca",1,0,0,3,1
836,837,0,3,"Pasic, Mr. Jakob",0,0,0,1,0
837,838,0,3,"Sirota, Mr. Maurice",0,0,0,1,0
838,839,1,3,"Chip, Mr. Chang",0,0,0,1,0
839,840,1,1,"Marechal, Mr. Pierre",0,0,0,1,1
840,841,0,3,"Alhomaki, Mr. Ilmari Rudolf",0,0,0,1,0
841,842,0,2,"Mudd, Mr. Thomas Charles",0,1,1,1,0
842,843,1,1,"Serepeca, Miss. Augusta",1,0,0,1,1
843,844,0,3,"Lemberopolous, Mr. Peter L",0,0,0,1,1
844,845,0,3,"Culumovic, Mr. Jeso",0,0,0,1,0
845,846,0,3,"Abbing, Mr. Anthony",0,0,0,1,0
846,847,0,3,"Sage, Mr. Douglas Bullen",0,0,0,11,0
847,848,0,3,"Markoff, Mr. Marin",0,0,0,1,1
848,849,0,2,"Harper, Rev. John",0,0,0,2,0
849,850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",1,0,0,2,1
850,851,0,3,"Andersson, Master. Sigvard Harald Elias",0,1,1,7,0
851,852,0,3,"Svensson, Mr. Johan",0,0,0,1,0
852,853,0,3,"Boulos, Miss. Nourelain",1,1,1,3,1
853,854,1,1,"Lines, Miss. Mary Conover",1,1,1,2,0
854,855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",1,0,0,2,0
855,856,1,3,"Aks, Mrs. Sam (Leah Rosen)",1,0,0,2,0
856,857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",1,0,0,3,0
857,858,1,1,"Daly, Mr. Peter Denis ",0,0,0,1,0
858,859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",1,0,0,4,1
859,860,0,3,"Razi, Mr. Raihed",0,0,0,1,1
860,861,0,3,"Hansen, Mr. Claus Peter",0,0,0,3,0
861,862,0,2,"Giles, Mr. Frederick Edward",0,0,0,2,0
862,863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",1,0,0,1,0
863,864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",1,1,0,11,0
864,865,0,2,"Gill, Mr. John William",0,0,0,1,0
865,866,1,2,"Bystrom, Mrs. (Karolina)",1,0,0,1,0
866,867,1,2,"Duran y More, Miss. Asuncion",1,0,0,2,1
867,868,0,1,"Roebling, Mr. Washington Augustus II",0,0,0,1,0
868,869,0,3,"van Melkebeke, Mr. Philemon",0,0,0,1,0
869,870,1,3,"Johnson, Master. Harold Theodor",0,1,1,3,0
870,871,0,3,"Balkic, Mr. Cerin",0,0,0,1,0
871,872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",1,0,0,3,0
872,873,0,1,"Carlsson, Mr. Frans Olof",0,0,0,1,0
873,874,0,3,"Vander Cruyssen, Mr. Victor",0,0,0,1,0
874,875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",1,0,0,2,1
875,876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",1,1,1,1,1
876,877,0,3,"Gustafsson, Mr. Alfred Ossian",0,0,0,1,0
877,878,0,3,"Petroff, Mr. Nedelio",0,0,0,1,0
878,879,0,3,"Laleff, Mr. Kristo",0,1,0,1,0
879,880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",1,0,0,2,1
880,881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",1,0,0,2,0
881,882,0,3,"Markun, Mr. Johann",0,0,0,1,0
882,883,0,3,"Dahlberg, Miss. Gerda Ulrika",1,0,0,1,0
883,884,0,2,"Banfield, Mr. Frederick James",0,0,0,1,0
884,885,0,3,"Sutehall, Mr. Henry Jr",0,0,0,1,0
885,886,0,3,"Rice, Mrs. William (Margaret Norton)",1,0,0,6,2
886,887,0,2,"Montvila, Rev. Juozas",0,0,0,1,0
887,888,1,1,"Graham, Miss. Margaret Edith",1,0,0,1,0
888,889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",1,1,0,4,0
889,890,1,1,"Behr, Mr. Karl Howell",0,0,0,1,1
890,891,0,3,"Dooley, Mr. Patrick",0,0,0,1,2
